Timestamp,Pressure(mbar),Temperature(deg C),Depth(m),Altitude( m above mean sea level)
2024-08-20T12:11:06,994.00,29.02,-0.19,161.42,1762
2024-08-20T12:11:07,995.00,29.03,-0.18,152.97,1763
2024-08-20T12:11:08,994.00,29.04,-0.19,161.42,1764
2024-08-20T12:11:09,995.00,29.04,-0.18,152.97,1765
2024-08-20T12:11:10,994.00,29.04,-0.19,161.42,1766
2024-08-20T12:11:11,994.00,29.05,-0.19,161.42,1767
2024-08-20T12:11:12,995.00,29.05,-0.18,152.97,1768
2024-08-20T12:11:13,994.00,29.05,-0.19,161.42,1769
2024-08-20T12:11:14,994.00,29.05,-0.19,161.42,1770
2024-08-20T12:11:15,994.00,29.05,-0.19,161.42,1771
2024-08-20T12:11:16,995.00,29.05,-0.18,152.97,1772
2024-08-20T12:11:17,994.00,29.05,-0.19,161.42,1773
2024-08-20T12:11:18,995.00,29.04,-0.18,152.97,1774
2024-08-20T12:11:19,994.00,29.04,-0.19,161.42,1775
2024-08-20T12:11:20,995.00,29.03,-0.18,152.97,1776
2024-08-20T12:11:21,995.00,29.03,-0.18,152.97,1777
2024-08-20T12:11:22,994.00,29.02,-0.19,161.42,1778
2024-08-20T12:11:23,994.00,29.02,-0.19,161.42,1779
2024-08-20T12:11:24,995.00,29.01,-0.18,152.97,1780
2024-08-20T12:11:25,994.00,29.00,-0.19,161.42,1781
2024-08-20T12:11:26,994.00,28.99,-0.19,161.42,1782
2024-08-20T12:11:28,994.00,28.99,-0.19,161.42,1783
2024-08-20T12:11:29,994.00,28.98,-0.19,161.42,1784
2024-08-20T12:11:30,994.00,28.97,-0.19,161.42,1785
2024-08-20T12:11:31,994.00,28.97,-0.19,161.42,1786
2024-08-20T12:11:32,994.00,28.96,-0.19,161.42,1787
2024-08-20T12:11:33,994.00,28.96,-0.19,161.42,1788
2024-08-20T12:11:34,994.00,28.95,-0.19,161.42,1789
2024-08-20T12:11:35,994.00,28.95,-0.19,161.42,1790
2024-08-20T12:11:36,994.00,28.95,-0.19,161.42,1791
2024-08-20T12:11:37,995.00,28.95,-0.18,152.97,1792
2024-08-20T12:11:38,995.00,28.95,-0.18,152.97,1793
2024-08-20T12:11:39,995.00,28.95,-0.18,152.97,1794
2024-08-20T12:11:40,994.00,28.95,-0.19,161.42,1795
2024-08-20T12:11:41,995.00,28.96,-0.18,152.97,1796
2024-08-20T12:11:42,994.00,28.96,-0.19,161.42,1797
2024-08-20T12:11:43,995.00,28.97,-0.18,152.97,1798
2024-08-20T12:11:44,995.00,28.96,-0.18,152.97,1799
2024-08-20T12:11:45,995.00,28.99,-0.18,152.97,1800
2024-08-20T12:11:46,995.00,29.00,-0.18,152.97,1801
2024-08-20T12:11:47,995.00,29.01,-0.18,152.97,1802
2024-08-20T12:11:48,995.00,29.01,-0.18,152.97,1803
2024-08-20T12:11:49,995.00,29.01,-0.18,152.97,1804
2024-08-20T12:11:50,995.00,29.02,-0.18,152.97,1805
2024-08-20T12:11:51,994.00,29.02,-0.19,161.42,1806
2024-08-20T12:11:52,995.00,29.02,-0.18,152.97,1807
2024-08-20T12:11:53,995.00,29.02,-0.18,152.97,1808
2024-08-20T12:11:54,995.00,29.02,-0.18,152.97,1809
2024-08-20T12:11:55,995.00,29.02,-0.18,152.97,1810
2024-08-20T12:11:56,995.00,29.02,-0.18,152.97,1811
2024-08-20T12:11:57,994.00,29.02,-0.19,161.42,1812
2024-08-20T12:11:58,995.00,29.02,-0.18,152.97,1813
2024-08-20T12:11:59,995.00,29.02,-0.18,152.97,1814
2024-08-20T12:12:00,995.00,29.01,-0.18,152.97,1815
2024-08-20T12:12:01,995.00,29.01,-0.18,152.97,1816
2024-08-20T12:12:02,995.00,29.01,-0.18,152.97,1817
2024-08-20T12:12:03,995.00,29.01,-0.18,152.97,1818
2024-08-20T12:12:04,995.00,28.99,-0.18,152.97,1819
2024-08-20T12:12:05,1005.00,28.99,-0.08,68.88,1820
2024-08-20T12:12:06,1037.00,28.87,0.25,-195.77,1821
2024-08-20T12:12:07,1058.00,28.58,0.46,-365.87,1822
2024-08-20T12:12:08,1075.00,28.24,0.63,-501.58,1823
2024-08-20T12:12:09,1084.00,27.88,0.73,-572.73,1824
2024-08-20T12:12:10,1079.00,27.53,0.68,-533.26,1825
2024-08-20T12:12:11,1085.00,27.23,0.74,-580.60,1826
2024-08-20T12:12:12,1089.00,26.95,0.78,-612.04,1827
2024-08-20T12:12:13,1088.00,26.72,0.77,-604.19,1828
2024-08-20T12:12:14,1087.00,26.52,0.76,-596.33,1829
2024-08-20T12:12:15,1084.00,26.35,0.73,-572.73,1830
2024-08-20T12:12:16,1087.00,26.21,0.76,-596.33,1831
2024-08-20T12:12:17,1092.00,26.08,0.81,-635.56,1832
2024-08-20T12:12:18,1098.00,25.97,0.87,-682.45,1833
2024-08-20T12:12:19,1099.00,25.86,0.88,-690.24,1834
2024-08-20T12:12:20,1100.00,25.77,0.89,-698.03,1835
2024-08-20T12:12:21,1095.00,25.69,0.84,-659.03,1836
2024-08-20T12:12:22,1094.00,25.62,0.83,-651.21,1837
2024-08-20T12:12:23,1099.00,25.54,0.88,-690.24,1838
2024-08-20T12:12:24,1103.00,25.48,0.92,-721.36,1839
2024-08-20T12:12:25,1106.00,25.43,0.95,-744.64,1840
2024-08-20T12:12:26,1110.00,25.38,0.99,-775.60,1841
2024-08-20T12:12:27,1110.00,25.33,0.99,-775.60,1842
2024-08-20T12:12:29,1112.00,25.29,1.01,-791.04,1843
2024-08-20T12:12:30,1117.00,25.25,1.06,-829.56,1844
2024-08-20T12:12:31,1127.00,25.21,1.17,-906.17,1845
2024-08-20T12:12:32,1138.00,25.17,1.28,-989.82,1846
2024-08-20T12:12:33,1151.00,25.13,1.41,-1087.83,1847
2024-08-20T12:12:34,1150.00,25.08,1.40,-1080.32,1848
2024-08-20T12:12:35,1142.00,25.02,1.32,-1020.07,1849
2024-08-20T12:12:36,1133.00,24.97,1.23,-951.88,1850
2024-08-20T12:12:37,1129.00,24.93,1.19,-921.43,1851
2024-08-20T12:12:38,1126.00,24.88,1.16,-898.54,1852
2024-08-20T12:12:39,1131.00,24.84,1.21,-936.67,1853
2024-08-20T12:12:40,1134.00,24.81,1.24,-959.48,1854
2024-08-20T12:12:41,1131.00,24.77,1.21,-936.67,1855
2024-08-20T12:12:42,1140.00,24.74,1.30,-1004.96,1856
2024-08-20T12:12:43,1149.00,24.70,1.39,-1072.81,1857
2024-08-20T12:12:44,1157.00,24.67,1.47,-1132.76,1858
2024-08-20T12:12:45,1151.00,24.64,1.41,-1087.83,1859
2024-08-20T12:12:46,1154.00,24.61,1.44,-1110.32,1860
2024-08-20T12:12:47,1160.00,24.58,1.50,-1155.16,1861
2024-08-20T12:12:48,1160.00,24.55,1.50,-1155.16,1862
2024-08-20T12:12:49,1159.00,24.52,1.49,-1147.70,1863
2024-08-20T12:12:50,1160.00,24.51,1.50,-1155.16,1864
2024-08-20T12:12:51,1160.00,24.49,1.50,-1155.16,1865
2024-08-20T12:12:52,1159.00,24.48,1.49,-1147.70,1866
2024-08-20T12:12:53,1159.00,24.47,1.49,-1147.70,1867
2024-08-20T12:12:54,1160.00,24.46,1.50,-1155.16,1868
2024-08-20T12:12:55,1159.00,24.46,1.49,-1147.70,1869
2024-08-20T12:12:56,1160.00,24.46,1.50,-1155.16,1870
2024-08-20T12:12:57,1156.00,24.46,1.46,-1125.29,1871
2024-08-20T12:12:58,1144.00,24.46,1.34,-1035.17,1872
2024-08-20T12:12:59,1132.00,24.46,1.22,-944.27,1873
2024-08-20T12:13:00,1126.00,24.45,1.16,-898.54,1874
2024-08-20T12:13:01,1105.00,24.43,0.94,-736.88,1875
2024-08-20T12:13:02,1072.00,24.42,0.60,-477.76,1876
2024-08-20T12:13:03,1067.00,24.40,0.55,-437.93,1877
2024-08-20T12:13:04,1071.00,24.39,0.59,-469.81,1878
2024-08-20T12:13:05,1055.00,24.39,0.43,-341.74,1879
2024-08-20T12:13:06,1048.00,24.38,0.36,-285.22,1880
2024-08-20T12:13:07,1042.00,24.38,0.30,-236.52,1881
2024-08-20T12:13:08,1034.00,24.38,0.21,-171.24,1882
2024-08-20T12:13:09,1029.00,24.38,0.16,-130.24,1883
2024-08-20T12:13:10,1030.00,24.39,0.17,-138.45,1884
2024-08-20T12:13:11,1034.00,24.39,0.21,-171.24,1885
2024-08-20T12:13:12,1040.00,24.39,0.28,-220.24,1886
2024-08-20T12:13:13,1039.00,24.40,0.27,-212.09,1887
2024-08-20T12:13:14,1035.00,24.41,0.23,-179.43,1888
2024-08-20T12:13:15,1016.00,24.42,0.03,-22.86,1889
2024-08-20T12:13:16,1016.00,24.42,0.03,-22.86,1890
2024-08-20T12:13:17,1030.00,24.43,0.17,-138.45,1891
2024-08-20T12:13:18,1027.00,24.42,0.14,-113.79,1892
2024-08-20T12:13:19,1029.00,24.42,0.16,-130.24,1893
2024-08-20T12:13:20,1030.00,24.43,0.17,-138.45,1894
2024-08-20T12:13:21,1029.00,24.43,0.16,-130.24,1895
2024-08-20T12:13:22,1021.00,24.43,0.08,-64.29,1896
2024-08-20T12:13:23,1022.00,24.43,0.09,-72.55,1897
2024-08-20T12:13:24,1027.00,24.43,0.14,-113.79,1898
2024-08-20T12:13:25,1027.00,24.42,0.14,-113.79,1899
2024-08-20T12:13:26,1021.00,24.42,0.08,-64.29,1900
2024-08-20T12:13:27,1009.00,24.42,-0.04,35.43,1901
2024-08-20T12:13:28,996.00,24.43,-0.17,144.53,1902
2024-08-20T12:13:29,994.00,24.43,-0.19,161.42,1903
2024-08-20T12:13:31,1002.00,24.44,-0.11,94.03,1904
2024-08-20T12:13:32,1008.00,24.43,-0.05,43.78,1905
2024-08-20T12:13:33,1007.00,24.43,-0.06,52.14,1906
2024-08-20T12:13:34,1005.00,24.43,-0.08,68.88,1907
2024-08-20T12:13:35,991.00,24.42,-0.23,186.81,1908
2024-08-20T12:13:36,989.00,24.42,-0.25,203.76,1909
2024-08-20T12:13:37,988.00,24.42,-0.26,212.25,1910
2024-08-20T12:13:38,990.00,24.45,-0.24,195.28,1911
2024-08-20T12:13:39,990.00,24.45,-0.24,195.28,1912
2024-08-20T12:13:40,990.00,24.46,-0.24,195.28,1913
2024-08-20T12:13:41,990.00,24.47,-0.24,195.28,1914
2024-08-20T12:13:42,989.00,24.47,-0.25,203.76,1915
2024-08-20T12:13:43,990.00,24.48,-0.24,195.28,1916
2024-08-20T12:13:44,990.00,24.48,-0.24,195.28,1917
2024-08-20T12:13:45,990.00,24.48,-0.24,195.28,1918
2024-08-20T12:13:46,990.00,24.48,-0.24,195.28,1919
2024-08-20T12:13:47,990.00,24.50,-0.24,195.28,1920
2024-08-20T12:13:48,990.00,24.51,-0.24,195.28,1921
2024-08-20T12:13:49,989.00,24.52,-0.25,203.76,1922
2024-08-20T12:13:50,989.00,24.52,-0.25,203.76,1923
2024-08-20T12:13:51,990.00,24.53,-0.24,195.28,1924
2024-08-20T12:13:52,990.00,24.53,-0.24,195.28,1925
2024-08-20T12:13:53,990.00,24.54,-0.24,195.28,1926
2024-08-20T12:13:54,990.00,24.54,-0.24,195.28,1927
2024-08-20T12:13:55,990.00,24.54,-0.24,195.28,1928
2024-08-20T12:13:56,989.00,24.54,-0.25,203.76,1929
2024-08-20T12:13:57,990.00,24.54,-0.24,195.28,1930
2024-08-20T12:13:58,990.00,24.54,-0.24,195.28,1931
2024-08-20T12:13:59,989.00,24.54,-0.25,203.76,1932
2024-08-20T12:14:00,990.00,24.54,-0.24,195.28,1933
2024-08-20T12:14:01,990.00,24.53,-0.24,195.28,1934
2024-08-20T12:14:02,990.00,24.53,-0.24,195.28,1935
2024-08-20T12:14:03,989.00,24.53,-0.25,203.76,1936
2024-08-20T12:14:04,990.00,24.53,-0.24,195.28,1937
2024-08-20T12:14:05,990.00,24.53,-0.24,195.28,1938
2024-08-20T12:14:06,989.00,24.53,-0.25,203.76,1939
2024-08-20T12:14:07,990.00,24.53,-0.24,195.28,1940
2024-08-20T12:14:08,989.00,24.53,-0.25,203.76,1941
2024-08-20T12:14:09,990.00,24.54,-0.24,195.28,1942
2024-08-20T12:14:10,990.00,24.54,-0.24,195.28,1943
2024-08-20T12:14:11,990.00,24.54,-0.24,195.28,1944
2024-08-20T12:14:12,990.00,24.54,-0.24,195.28,1945
2024-08-20T12:14:13,990.00,24.55,-0.24,195.28,1946
2024-08-20T12:14:14,989.00,24.55,-0.25,203.76,1947
2024-08-20T12:14:15,990.00,24.55,-0.24,195.28,1948
2024-08-20T12:14:16,990.00,24.56,-0.24,195.28,1949
2024-08-20T12:14:17,990.00,24.56,-0.24,195.28,1950
2024-08-20T12:14:18,990.00,24.56,-0.24,195.28,1951
2024-08-20T12:14:19,990.00,24.57,-0.24,195.28,1952
2024-08-20T12:14:20,990.00,24.57,-0.24,195.28,1953
2024-08-20T12:14:21,990.00,24.57,-0.24,195.28,1954
2024-08-20T12:14:22,990.00,24.57,-0.24,195.28,1955
2024-08-20T12:14:23,990.00,24.58,-0.24,195.28,1956
2024-08-20T12:14:24,990.00,24.58,-0.24,195.28,1957
2024-08-20T12:14:25,990.00,24.58,-0.24,195.28,1958
2024-08-20T12:14:26,989.00,24.59,-0.25,203.76,1959
2024-08-20T12:14:27,990.00,24.59,-0.24,195.28,1960
2024-08-20T12:14:28,991.00,24.60,-0.23,186.81,1961
2024-08-20T12:14:29,990.00,24.60,-0.24,195.28,1962
2024-08-20T12:14:30,990.00,24.60,-0.24,195.28,1963
2024-08-20T12:14:32,990.00,24.60,-0.24,195.28,1964
2024-08-20T12:14:33,990.00,24.61,-0.24,195.28,1965
2024-08-20T12:14:34,991.00,24.60,-0.23,186.81,1966
2024-08-20T12:14:35,990.00,24.60,-0.24,195.28,1967
2024-08-20T12:14:36,990.00,24.60,-0.24,195.28,1968
2024-08-20T12:14:37,990.00,24.60,-0.24,195.28,1969
2024-08-20T12:14:38,991.00,24.60,-0.23,186.81,1970
2024-08-20T12:14:39,990.00,24.60,-0.24,195.28,1971
2024-08-20T12:14:40,990.00,24.60,-0.24,195.28,1972
2024-08-20T12:14:41,990.00,24.59,-0.24,195.28,1973
2024-08-20T12:14:42,990.00,24.59,-0.24,195.28,1974
2024-08-20T12:14:43,990.00,24.59,-0.24,195.28,1975
2024-08-20T12:14:44,991.00,24.59,-0.23,186.81,1976
2024-08-20T12:14:45,990.00,24.59,-0.24,195.28,1977
2024-08-20T12:14:46,990.00,24.59,-0.24,195.28,1978
2024-08-20T12:14:47,990.00,24.60,-0.24,195.28,1979
2024-08-20T12:14:48,990.00,24.60,-0.24,195.28,1980
2024-08-20T12:14:49,990.00,24.61,-0.24,195.28,1981
2024-08-20T12:14:50,990.00,24.61,-0.24,195.28,1982
2024-08-20T12:14:51,990.00,24.62,-0.24,195.28,1983
2024-08-20T12:14:52,990.00,24.62,-0.24,195.28,1984
2024-08-20T12:14:53,991.00,24.63,-0.23,186.81,1985
2024-08-20T12:14:54,990.00,24.64,-0.24,195.28,1986
2024-08-20T12:14:55,991.00,24.64,-0.23,186.81,1987
2024-08-20T12:14:56,990.00,24.64,-0.24,195.28,1988
2024-08-20T12:14:57,990.00,24.65,-0.24,195.28,1989
2024-08-20T12:14:58,990.00,24.65,-0.24,195.28,1990
2024-08-20T12:14:59,990.00,24.65,-0.24,195.28,1991
2024-08-20T12:15:00,990.00,24.66,-0.24,195.28,1992
2024-08-20T12:15:01,991.00,24.67,-0.23,186.81,1993
2024-08-20T12:15:02,991.00,24.68,-0.23,186.81,1994
2024-08-20T12:15:03,991.00,24.69,-0.23,186.81,1995
2024-08-20T12:15:04,990.00,24.70,-0.24,195.28,1996
2024-08-20T12:15:05,991.00,24.70,-0.23,186.81,1997
2024-08-20T12:15:06,990.00,24.71,-0.24,195.28,1998
2024-08-20T12:15:07,991.00,24.71,-0.23,186.81,1999
2024-08-20T12:15:08,990.00,24.71,-0.24,195.28,2000
2024-08-20T12:15:09,991.00,24.71,-0.23,186.81,2001
2024-08-20T12:15:10,990.00,24.72,-0.24,195.28,2002
2024-08-20T12:15:11,991.00,24.72,-0.23,186.81,2003
2024-08-20T12:15:12,990.00,24.72,-0.24,195.28,2004
2024-08-20T12:15:13,990.00,24.72,-0.24,195.28,2005
2024-08-20T12:15:14,990.00,24.73,-0.24,195.28,2006
2024-08-20T12:15:15,990.00,24.73,-0.24,195.28,2007
2024-08-20T12:15:16,991.00,24.73,-0.23,186.81,2008
2024-08-20T12:15:17,990.00,24.73,-0.24,195.28,2009
2024-08-20T12:15:18,990.00,24.74,-0.24,195.28,2010
2024-08-20T12:15:19,991.00,24.74,-0.23,186.81,2011
2024-08-20T12:15:20,991.00,24.74,-0.23,186.81,2012
2024-08-20T12:15:21,991.00,24.74,-0.23,186.81,2013
2024-08-20T12:15:22,990.00,24.75,-0.24,195.28,2014
2024-08-20T12:15:23,990.00,24.75,-0.24,195.28,2015
2024-08-20T12:15:24,990.00,24.75,-0.24,195.28,2016
2024-08-20T12:15:25,990.00,24.76,-0.24,195.28,2017
2024-08-20T12:15:26,991.00,24.76,-0.23,186.81,2018
2024-08-20T12:15:27,990.00,24.77,-0.24,195.28,2019
2024-08-20T12:15:28,991.00,24.77,-0.23,186.81,2020
2024-08-20T12:15:29,991.00,24.77,-0.23,186.81,2021
2024-08-20T12:15:30,990.00,24.78,-0.24,195.28,2022
2024-08-20T12:15:31,990.00,24.78,-0.24,195.28,2023
2024-08-20T12:15:32,991.00,24.78,-0.23,186.81,2024
2024-08-20T12:15:34,990.00,24.78,-0.24,195.28,2025
2024-08-20T12:15:35,990.00,24.79,-0.24,195.28,2026
2024-08-20T12:15:36,990.00,24.79,-0.24,195.28,2027
2024-08-20T12:15:37,990.00,24.79,-0.24,195.28,2028
2024-08-20T12:15:38,991.00,24.79,-0.23,186.81,2029
2024-08-20T12:15:39,991.00,24.80,-0.23,186.81,2030
2024-08-20T12:15:40,991.00,24.80,-0.23,186.81,2031
2024-08-20T12:15:41,990.00,24.81,-0.24,195.28,2032
2024-08-20T12:15:42,990.00,24.81,-0.24,195.28,2033
2024-08-20T12:15:43,991.00,24.81,-0.23,186.81,2034
2024-08-20T12:15:44,991.00,24.82,-0.23,186.81,2035
2024-08-20T12:15:45,991.00,24.82,-0.23,186.81,2036
2024-08-20T12:15:46,991.00,24.82,-0.23,186.81,2037
2024-08-20T12:15:47,991.00,24.83,-0.23,186.81,2038
2024-08-20T12:15:48,990.00,24.83,-0.24,195.28,2039
2024-08-20T12:15:49,991.00,24.83,-0.23,186.81,2040
2024-08-20T12:15:50,991.00,24.83,-0.23,186.81,2041
2024-08-20T12:15:51,991.00,24.83,-0.23,186.81,2042
2024-08-20T12:15:52,991.00,24.84,-0.23,186.81,2043
2024-08-20T12:15:53,991.00,24.84,-0.23,186.81,2044
2024-08-20T12:15:54,991.00,24.84,-0.23,186.81,2045
2024-08-20T12:15:55,991.00,24.84,-0.23,186.81,2046
2024-08-20T12:15:56,991.00,24.85,-0.23,186.81,2047
2024-08-20T12:15:57,991.00,24.85,-0.23,186.81,2048
2024-08-20T12:15:58,991.00,24.85,-0.23,186.81,2049
2024-08-20T12:15:59,991.00,24.85,-0.23,186.81,2050
2024-08-20T12:16:00,991.00,24.85,-0.23,186.81,2051
2024-08-20T12:16:01,991.00,24.85,-0.23,186.81,2052
2024-08-20T12:16:02,991.00,24.86,-0.23,186.81,2053
2024-08-20T12:16:03,991.00,24.86,-0.23,186.81,2054
2024-08-20T12:16:04,992.00,24.86,-0.21,178.34,2055
2024-08-20T12:16:05,991.00,24.86,-0.23,186.81,2056
2024-08-20T12:16:06,991.00,24.86,-0.23,186.81,2057
2024-08-20T12:16:07,991.00,24.86,-0.23,186.81,2058
2024-08-20T12:16:08,991.00,24.86,-0.23,186.81,2059
2024-08-20T12:16:09,991.00,24.86,-0.23,186.81,2060
2024-08-20T12:16:10,991.00,24.86,-0.23,186.81,2061
2024-08-20T12:16:11,991.00,24.86,-0.23,186.81,2062
2024-08-20T12:16:12,992.00,24.87,-0.21,178.34,2063
2024-08-20T12:16:13,992.00,24.86,-0.21,178.34,2064
2024-08-20T12:16:14,991.00,24.87,-0.23,186.81,2065
2024-08-20T12:16:15,991.00,24.87,-0.23,186.81,2066
2024-08-20T12:16:16,991.00,24.87,-0.23,186.81,2067
2024-08-20T12:16:17,991.00,24.87,-0.23,186.81,2068
2024-08-20T12:16:18,991.00,24.87,-0.23,186.81,2069
2024-08-20T12:16:19,991.00,24.88,-0.23,186.81,2070
2024-08-20T12:16:20,992.00,24.88,-0.21,178.34,2071
2024-08-20T12:16:21,991.00,24.88,-0.23,186.81,2072
2024-08-20T12:16:22,991.00,24.88,-0.23,186.81,2073
2024-08-20T12:16:23,991.00,24.88,-0.23,186.81,2074
2024-08-20T12:16:24,992.00,24.88,-0.21,178.34,2075
2024-08-20T12:16:25,991.00,24.87,-0.23,186.81,2076
2024-08-20T12:16:26,992.00,24.88,-0.21,178.34,2077
2024-08-20T12:16:27,991.00,24.88,-0.23,186.81,2078
2024-08-20T12:16:28,991.00,24.88,-0.23,186.81,2079
2024-08-20T12:16:29,992.00,24.88,-0.21,178.34,2080
2024-08-20T12:16:30,992.00,24.88,-0.21,178.34,2081
2024-08-20T12:16:31,991.00,24.88,-0.23,186.81,2082
2024-08-20T12:16:32,991.00,24.88,-0.23,186.81,2083
2024-08-20T12:16:33,991.00,24.88,-0.23,186.81,2084
2024-08-20T12:16:35,991.00,24.88,-0.23,186.81,2085
2024-08-20T12:16:36,991.00,24.88,-0.23,186.81,2086
2024-08-20T12:16:37,991.00,24.88,-0.23,186.81,2087
2024-08-20T12:16:38,992.00,24.89,-0.21,178.34,2088
2024-08-20T12:16:39,991.00,24.89,-0.23,186.81,2089
2024-08-20T12:16:40,991.00,24.89,-0.23,186.81,2090
2024-08-20T12:16:41,991.00,24.89,-0.23,186.81,2091
2024-08-20T12:16:42,991.00,24.90,-0.23,186.81,2092
2024-08-20T12:16:43,991.00,24.90,-0.23,186.81,2093
2024-08-20T12:16:44,991.00,24.90,-0.23,186.81,2094
2024-08-20T12:16:45,991.00,24.90,-0.23,186.81,2095
2024-08-20T12:16:46,992.00,24.90,-0.21,178.34,2096
2024-08-20T12:16:47,991.00,24.91,-0.23,186.81,2097
2024-08-20T12:16:48,991.00,24.91,-0.23,186.81,2098
2024-08-20T12:16:49,991.00,24.92,-0.23,186.81,2099
2024-08-20T12:16:50,991.00,24.92,-0.23,186.81,2100
2024-08-20T12:16:51,991.00,24.92,-0.23,186.81,2101
2024-08-20T12:16:52,991.00,24.92,-0.23,186.81,2102
2024-08-20T12:16:53,991.00,24.93,-0.23,186.81,2103
2024-08-20T12:16:54,991.00,24.93,-0.23,186.81,2104
2024-08-20T12:16:55,991.00,24.93,-0.23,186.81,2105
2024-08-20T12:16:56,991.00,24.93,-0.23,186.81,2106
2024-08-20T12:16:57,992.00,24.93,-0.21,178.34,2107
2024-08-20T12:16:58,991.00,24.94,-0.23,186.81,2108
2024-08-20T12:16:59,991.00,24.94,-0.23,186.81,2109
2024-08-20T12:17:00,991.00,24.94,-0.23,186.81,2110
2024-08-20T12:17:01,991.00,24.94,-0.23,186.81,2111
2024-08-20T12:17:02,991.00,24.94,-0.23,186.81,2112
2024-08-20T12:17:03,992.00,24.95,-0.21,178.34,2113
2024-08-20T12:17:04,992.00,24.95,-0.21,178.34,2114
2024-08-20T12:17:05,991.00,24.95,-0.23,186.81,2115
2024-08-20T12:17:06,991.00,24.95,-0.23,186.81,2116
2024-08-20T12:17:07,992.00,24.95,-0.21,178.34,2117
2024-08-20T12:17:08,991.00,24.95,-0.23,186.81,2118
2024-08-20T12:17:09,991.00,24.95,-0.23,186.81,2119
2024-08-20T12:17:10,991.00,24.95,-0.23,186.81,2120
2024-08-20T12:17:11,992.00,24.95,-0.21,178.34,2121
2024-08-20T12:17:12,992.00,24.95,-0.21,178.34,2122
2024-08-20T12:17:13,992.00,24.95,-0.21,178.34,2123
2024-08-20T12:17:14,992.00,24.95,-0.21,178.34,2124
2024-08-20T12:17:15,991.00,24.95,-0.23,186.81,2125
2024-08-20T12:17:16,991.00,24.95,-0.23,186.81,2126
2024-08-20T12:17:17,991.00,24.95,-0.23,186.81,2127
2024-08-20T12:17:18,992.00,24.95,-0.21,178.34,2128
2024-08-20T12:17:19,991.00,24.95,-0.23,186.81,2129
2024-08-20T12:17:20,991.00,24.96,-0.23,186.81,2130
2024-08-20T12:17:21,991.00,24.96,-0.23,186.81,2131
2024-08-20T12:17:22,992.00,24.95,-0.21,178.34,2132
2024-08-20T12:17:23,991.00,24.95,-0.23,186.81,2133
2024-08-20T12:17:24,992.00,24.96,-0.21,178.34,2134
2024-08-20T12:17:25,991.00,24.96,-0.23,186.81,2135
2024-08-20T12:17:26,992.00,24.96,-0.21,178.34,2136
2024-08-20T12:17:27,991.00,24.96,-0.23,186.81,2137
2024-08-20T12:17:28,991.00,24.96,-0.23,186.81,2138
2024-08-20T12:17:29,992.00,24.96,-0.21,178.34,2139
2024-08-20T12:17:30,991.00,24.96,-0.23,186.81,2140
2024-08-20T12:17:31,991.00,24.96,-0.23,186.81,2141
2024-08-20T12:17:32,992.00,24.96,-0.21,178.34,2142
2024-08-20T12:17:33,992.00,24.96,-0.21,178.34,2143
2024-08-20T12:17:34,992.00,24.96,-0.21,178.34,2144
2024-08-20T12:17:36,992.00,24.96,-0.21,178.34,2145
2024-08-20T12:17:37,992.00,24.96,-0.21,178.34,2146
2024-08-20T12:17:38,991.00,24.96,-0.23,186.81,2147
2024-08-20T12:17:39,991.00,24.96,-0.23,186.81,2148
2024-08-20T12:17:40,991.00,24.96,-0.23,186.81,2149
2024-08-20T12:17:41,991.00,24.95,-0.23,186.81,2150
2024-08-20T12:17:42,992.00,24.95,-0.21,178.34,2151
2024-08-20T12:17:43,991.00,24.96,-0.23,186.81,2152
2024-08-20T12:17:44,992.00,24.95,-0.21,178.34,2153
2024-08-20T12:17:45,991.00,24.95,-0.23,186.81,2154
2024-08-20T12:17:46,991.00,24.95,-0.23,186.81,2155
2024-08-20T12:17:47,991.00,24.95,-0.23,186.81,2156
2024-08-20T12:17:48,991.00,24.96,-0.23,186.81,2157
2024-08-20T12:17:49,991.00,24.96,-0.23,186.81,2158
2024-08-20T12:17:50,992.00,24.96,-0.21,178.34,2159
2024-08-20T12:17:51,991.00,24.96,-0.23,186.81,2160
2024-08-20T12:17:52,992.00,24.96,-0.21,178.34,2161
2024-08-20T12:17:53,991.00,24.96,-0.23,186.81,2162
2024-08-20T12:17:54,992.00,24.96,-0.21,178.34,2163
2024-08-20T12:17:55,992.00,24.97,-0.21,178.34,2164
2024-08-20T12:17:56,992.00,24.97,-0.21,178.34,2165
2024-08-20T12:17:57,992.00,24.97,-0.21,178.34,2166
2024-08-20T12:17:58,992.00,24.96,-0.21,178.34,2167
2024-08-20T12:17:59,992.00,24.97,-0.21,178.34,2168
2024-08-20T12:18:00,991.00,24.97,-0.23,186.81,2169
2024-08-20T12:18:01,991.00,24.96,-0.23,186.81,2170
2024-08-20T12:18:02,992.00,24.97,-0.21,178.34,2171
2024-08-20T12:18:03,992.00,24.97,-0.21,178.34,2172
2024-08-20T12:18:04,991.00,24.97,-0.23,186.81,2173
2024-08-20T12:18:05,992.00,24.97,-0.21,178.34,2174
2024-08-20T12:18:06,991.00,24.97,-0.23,186.81,2175
2024-08-20T12:18:07,992.00,24.97,-0.21,178.34,2176
2024-08-20T12:18:08,992.00,24.97,-0.21,178.34,2177
2024-08-20T12:18:09,991.00,24.97,-0.23,186.81,2178
2024-08-20T12:18:10,991.00,24.97,-0.23,186.81,2179
2024-08-20T12:18:11,992.00,24.98,-0.21,178.34,2180
