Timestamp,Pressure(mbar),Temperature(deg C),Depth(m),Altitude( m above mean sea level),
2024-10-06 7:46:22,1004,23.72,-0.09,77.26,449
2024-10-06 7:46:23,1005,23.72,-0.08,68.88,450
2024-10-06 7:46:24,1005,23.72,-0.08,68.88,451
2024-10-06 7:46:25,1005,23.72,-0.08,68.88,452
2024-10-06 7:46:26,1005,23.72,-0.08,68.88,453
2024-10-06 7:46:27,1005,23.72,-0.08,68.88,454
2024-10-06 7:46:28,1005,23.72,-0.08,68.88,455
2024-10-06 7:46:29,1005,23.72,-0.08,68.88,456
2024-10-06 7:46:30,1005,23.72,-0.08,68.88,457
2024-10-06 7:46:31,1005,23.72,-0.08,68.88,458
2024-10-06 7:46:32,1005,23.73,-0.08,68.88,459
2024-10-06 7:46:33,1005,23.73,-0.08,68.88,460
2024-10-06 7:46:34,1005,23.72,-0.08,68.88,461
2024-10-06 7:46:35,1005,23.72,-0.08,68.88,462
2024-10-06 7:46:36,1005,23.72,-0.08,68.88,463
2024-10-06 7:46:37,1005,23.72,-0.08,68.88,464
2024-10-06 7:46:38,1005,23.73,-0.08,68.88,465
2024-10-06 7:46:39,1005,23.73,-0.08,68.88,466
2024-10-06 7:46:41,1005,23.73,-0.08,68.88,467
2024-10-06 7:46:42,1005,23.73,-0.08,68.88,468
2024-10-06 7:46:43,1005,23.74,-0.08,68.88,469
2024-10-06 7:46:44,1004,23.74,-0.09,77.26,470
2024-10-06 7:46:45,1005,23.74,-0.08,68.88,471
2024-10-06 7:46:46,1005,23.75,-0.08,68.88,472
2024-10-06 7:46:47,1005,23.75,-0.08,68.88,473
2024-10-06 7:46:48,1005,23.76,-0.08,68.88,474
2024-10-06 7:46:49,1005,23.76,-0.08,68.88,475
2024-10-06 7:46:50,1005,23.76,-0.08,68.88,476
2024-10-06 7:46:51,1005,23.77,-0.08,68.88,477
2024-10-06 7:46:52,1005,23.77,-0.08,68.88,478
2024-10-06 7:46:53,1005,23.78,-0.08,68.88,479
2024-10-06 7:46:54,1005,23.78,-0.08,68.88,480
2024-10-06 7:46:55,1005,23.79,-0.08,68.88,481
2024-10-06 7:46:56,1005,23.79,-0.08,68.88,482
2024-10-06 7:46:57,1005,23.8,-0.08,68.88,483
2024-10-06 7:46:58,1005,23.81,-0.08,68.88,484
2024-10-06 7:46:59,1005,23.81,-0.08,68.88,485
2024-10-06 7:47:00,1005,23.81,-0.08,68.88,486
2024-10-06 7:47:01,1006,23.82,-0.07,60.5,487
2024-10-06 7:47:02,1005,23.82,-0.08,68.88,488
2024-10-06 7:47:03,1005,23.83,-0.08,68.88,489
2024-10-06 7:47:04,1005,23.84,-0.08,68.88,490
2024-10-06 7:47:05,1005,23.84,-0.08,68.88,491
2024-10-06 7:47:06,1005,23.84,-0.08,68.88,492
2024-10-06 7:47:07,1005,23.84,-0.08,68.88,493
2024-10-06 7:47:08,1005,23.85,-0.08,68.88,494
2024-10-06 7:47:09,1005,23.85,-0.08,68.88,495
2024-10-06 7:47:10,1005,23.85,-0.08,68.88,496
2024-10-06 7:47:11,1005,23.86,-0.08,68.88,497
2024-10-06 7:47:12,1005,23.86,-0.08,68.88,498
2024-10-06 7:47:13,1005,23.86,-0.08,68.88,499
2024-10-06 7:47:14,1006,23.87,-0.07,60.5,500
2024-10-06 7:47:15,1006,23.87,-0.07,60.5,501
2024-10-06 7:47:16,1005,23.87,-0.08,68.88,502
2024-10-06 7:47:17,1005,23.87,-0.08,68.88,503
2024-10-06 7:47:18,1006,23.88,-0.07,60.5,504
2024-10-06 7:47:19,1006,23.88,-0.07,60.5,505
2024-10-06 7:47:20,1006,23.89,-0.07,60.5,506
2024-10-06 7:47:21,1005,23.89,-0.08,68.88,507
2024-10-06 7:47:22,1005,23.9,-0.08,68.88,508
2024-10-06 7:47:23,1005,23.9,-0.08,68.88,509
2024-10-06 7:47:24,1006,23.9,-0.07,60.5,510
2024-10-06 7:47:25,1005,23.91,-0.08,68.88,511
2024-10-06 7:47:26,1006,23.91,-0.07,60.5,512
2024-10-06 7:47:27,1006,23.91,-0.07,60.5,513
2024-10-06 7:47:28,1005,23.91,-0.08,68.88,514
2024-10-06 7:47:29,1005,23.92,-0.08,68.88,515
2024-10-06 7:47:30,1005,23.92,-0.08,68.88,516
2024-10-06 7:47:31,1006,23.92,-0.07,60.5,517
2024-10-06 7:47:32,1005,23.92,-0.08,68.88,518
2024-10-06 7:47:33,1010,23.92,-0.03,27.08,519
2024-10-06 7:47:34,1008,23.77,-0.05,43.78,520
2024-10-06 7:47:35,1008,23.47,-0.05,43.78,521
2024-10-06 7:47:36,1008,23.07,-0.05,43.78,522
2024-10-06 7:47:37,1020,22.68,0.07,-56.01,523
2024-10-06 7:47:38,1035,22.3,0.23,-179.43,524
2024-10-06 7:47:39,1028,21.93,0.15,-122.02,525
2024-10-06 7:47:40,1018,21.59,0.05,-39.45,526
2024-10-06 7:47:41,1025,21.28,0.12,-97.31,527
2024-10-06 7:47:42,1027,21,0.14,-113.79,528
2024-10-06 7:47:43,1054,20.75,0.42,-333.68,529
2024-10-06 7:47:44,1086,20.52,0.75,-588.47,530
2024-10-06 7:47:45,1115,20.32,1.04,-814.17,531
2024-10-06 7:47:46,1148,20.14,1.38,-1065.29,532
2024-10-06 7:47:47,1179,19.98,1.7,-1295.93,533
2024-10-06 7:47:48,1203,19.84,1.94,-1471.13,534
2024-10-06 7:47:49,1219,19.7,2.11,-1586.37,535
2024-10-06 7:47:50,1224,19.58,2.16,-1622.13,536
2024-10-06 7:47:51,1232,19.47,2.24,-1679.1,537
2024-10-06 7:47:52,1245,19.37,2.37,-1771.04,538
2024-10-06 7:47:53,1273,19.28,2.66,-1966.46,539
2024-10-06 7:47:54,1274,19.19,2.67,-1973.38,540
2024-10-06 7:47:55,1251,19.12,2.43,-1813.22,541
2024-10-06 7:47:56,1228,19.04,2.2,-1650.65,542
2024-10-06 7:47:57,1211,18.97,2.03,-1528.91,543
2024-10-06 7:47:58,1211,18.91,2.03,-1528.91,544
2024-10-06 7:47:59,1219,18.85,2.11,-1586.37,545
2024-10-06 7:48:00,1226,18.8,2.18,-1636.4,546
2024-10-06 7:48:01,1229,18.76,2.21,-1657.77,547
2024-10-06 7:48:02,1228,18.72,2.2,-1650.65,548
2024-10-06 7:48:04,1219,18.68,2.11,-1586.37,549
2024-10-06 7:48:05,1215,18.65,2.07,-1557.68,550
2024-10-06 7:48:06,1232,18.62,2.24,-1679.1,551
2024-10-06 7:48:07,1241,18.59,2.33,-1742.84,552
2024-10-06 7:48:08,1265,18.56,2.58,-1910.99,553
2024-10-06 7:48:09,1268,18.54,2.61,-1931.82,554
2024-10-06 7:48:10,1255,18.51,2.48,-1841.25,555
2024-10-06 7:48:11,1245,18.49,2.37,-1771.04,556
2024-10-06 7:48:12,1253,18.46,2.45,-1827.24,557
2024-10-06 7:48:13,1272,18.44,2.65,-1959.55,558
2024-10-06 7:48:14,1285,18.42,2.78,-2049.15,559
2024-10-06 7:48:15,1279,18.4,2.72,-2007.89,560
2024-10-06 7:48:16,1273,18.38,2.66,-1966.46,561
2024-10-06 7:48:17,1262,18.37,2.55,-1890.11,562
2024-10-06 7:48:18,1270,18.35,2.63,-1945.69,563
2024-10-06 7:48:19,1278,18.34,2.71,-2001,564
2024-10-06 7:48:20,1291,18.33,2.84,-2090.27,565
2024-10-06 7:48:21,1305,18.32,2.99,-2185.59,566
2024-10-06 7:48:22,1324,18.3,3.18,-2313.64,567
2024-10-06 7:48:23,1343,18.29,3.38,-2440.21,568
2024-10-06 7:48:24,1359,18.28,3.54,-2545.69,569
2024-10-06 7:48:25,1365,18.27,3.6,-2584.98,570
2024-10-06 7:48:26,1367,18.26,3.62,-2598.04,571
2024-10-06 7:48:27,1370,18.26,3.65,-2617.61,572
2024-10-06 7:48:28,1372,18.25,3.67,-2630.64,573
2024-10-06 7:48:29,1390,18.24,3.86,-2747.2,574
2024-10-06 7:48:30,1415,18.24,4.11,-2907.08,575
2024-10-06 7:48:31,1443,18.23,4.4,-3083.45,576
2024-10-06 7:48:32,1469,18.23,4.66,-3244.76,577
2024-10-06 7:48:33,1494,18.22,4.92,-3397.7,578
2024-10-06 7:48:34,1521,18.21,5.2,-3560.57,579
2024-10-06 7:48:35,1549,18.21,5.48,-3727.01,580
2024-10-06 7:48:36,1573,18.2,5.73,-3867.75,581
2024-10-06 7:48:37,1597,18.2,5.97,-4006.76,582
2024-10-06 7:48:38,1627,18.19,6.28,-4178.16,583
2024-10-06 7:48:39,1653,18.19,6.55,-4324.65,584
2024-10-06 7:48:40,1677,18.18,6.79,-4458.23,585
2024-10-06 7:48:41,1696,18.17,6.99,-4562.88,586
2024-10-06 7:48:42,1719,18.17,7.22,-4688.31,587
2024-10-06 7:48:43,1742,18.17,7.46,-4812.38,588
2024-10-06 7:48:44,1766,18.16,7.7,-4940.44,589
2024-10-06 7:48:45,1789,18.15,7.94,-5061.85,590
2024-10-06 7:48:46,1811,18.15,8.16,-5176.8,591
2024-10-06 7:48:47,1833,18.14,8.39,-5290.63,592
2024-10-06 7:48:48,1855,18.14,8.61,-5403.36,593
2024-10-06 7:48:49,1876,18.14,8.83,-5509.96,594
2024-10-06 7:48:50,1894,18.13,9.01,-5600.56,595
2024-10-06 7:48:51,1918,18.13,9.26,-5720.28,596
2024-10-06 7:48:52,1939,18.12,9.47,-5824.05,597
2024-10-06 7:48:53,1962,18.12,9.71,-5936.66,598
2024-10-06 7:48:54,1983,18.12,9.92,-6038.56,599
2024-10-06 7:48:55,2005,18.11,10.15,-6144.37,600
2024-10-06 7:48:56,2028,18.11,10.38,-6253.98,601
2024-10-06 7:48:57,2054,18.11,10.65,-6376.7,602
2024-10-06 7:48:58,2094,18.11,11.06,-6563.05,603
2024-10-06 7:48:59,2131,18.11,11.43,-6732.88,604
2024-10-06 7:49:00,2168,18.1,11.81,-6900.34,605
2024-10-06 7:49:01,2199,18.1,12.13,-7038.87,606
2024-10-06 7:49:02,2233,18.09,12.48,-7188.99,607
2024-10-06 7:49:03,2271,18.09,12.87,-7354.61,608
2024-10-06 7:49:04,2304,18.08,13.2,-7496.63,609
2024-10-06 7:49:05,2340,18.08,13.57,-7649.69,610
2024-10-06 7:49:06,2374,18.08,13.92,-7792.5,611
2024-10-06 7:49:07,2408,18.08,14.27,-7933.67,612
2024-10-06 7:49:08,2443,18.07,14.63,-8077.31,613
2024-10-06 7:49:09,2476,18.07,14.96,-8211.23,614
2024-10-06 7:49:10,2515,18.07,15.36,-8367.65,615
2024-10-06 7:49:11,2545,18.07,15.67,-8486.63,616
2024-10-06 7:49:12,2577,18.07,16,-8612.31,617
2024-10-06 7:49:13,2609,18.07,16.32,-8736.73,618
2024-10-06 7:49:14,2646,18.06,16.7,-8879.06,619
2024-10-06 7:49:15,2687,18.06,17.12,-9034.9,620
2024-10-06 7:49:16,2724,18.06,17.5,-9173.9,621
2024-10-06 7:49:17,2763,18.05,17.9,-9318.76,622
2024-10-06 7:49:18,2804,18.04,18.32,-9469.28,623
2024-10-06 7:49:19,2840,17.99,18.69,-9599.98,624
2024-10-06 7:49:20,2879,17.86,19.09,-9740.07,625
2024-10-06 7:49:21,2913,17.66,19.43,-9860.94,626
2024-10-06 7:49:22,2950,17.37,19.81,-9991.2,627
2024-10-06 7:49:23,2984,17.05,20.16,-10109.73,628
2024-10-06 7:49:25,3024,16.69,20.57,-10247.79,629
2024-10-06 7:49:26,3057,16.32,20.91,-10360.58,630
2024-10-06 7:49:27,3092,15.92,21.26,-10479.13,631
2024-10-06 7:49:28,3125,15.52,21.6,-10589.91,632
2024-10-06 7:49:29,3160,15.11,21.96,-10706.38,633
2024-10-06 7:49:30,3194,14.73,22.31,-10818.53,634
2024-10-06 7:49:31,3230,14.36,22.68,-10936.22,635
2024-10-06 7:49:32,3260,14,22.98,-11033.49,636
2024-10-06 7:49:33,3294,13.66,23.33,-11142.86,637
2024-10-06 7:49:34,3327,13.33,23.67,-11248.14,638
2024-10-06 7:49:35,3361,12.95,24.01,-11355.73,639
2024-10-06 7:49:36,3396,12.58,24.37,-11465.57,640
2024-10-06 7:49:37,3433,12.26,24.75,-11580.68,641
2024-10-06 7:49:38,3469,11.95,25.12,-11691.74,642
2024-10-06 7:49:39,3502,11.69,25.46,-11792.71,643
2024-10-06 7:49:40,3536,11.44,25.8,-11895.95,644
2024-10-06 7:49:41,3570,11.2,26.15,-11998.39,645
2024-10-06 7:49:42,3605,10.98,26.51,-12103.01,646
2024-10-06 7:49:43,3640,10.73,26.87,-12206.82,647
2024-10-06 7:49:44,3678,10.52,27.26,-12318.61,648
2024-10-06 7:49:45,3718,10.33,27.67,-12435.28,649
2024-10-06 7:49:46,3757,10.15,28.07,-12548.06,650
2024-10-06 7:49:47,3799,9.98,28.49,-12668.47,651
2024-10-06 7:49:48,3836,9.81,28.87,-12773.64,652
2024-10-06 7:49:49,3873,9.66,29.25,-12878,653
2024-10-06 7:49:50,3908,9.5,29.61,-12975.98,654
2024-10-06 7:49:51,3944,9.34,29.98,-13076.02,655
2024-10-06 7:49:52,3977,9.2,30.32,-13167.07,656
2024-10-06 7:49:53,4001,9.06,30.56,-13232.91,657
2024-10-06 7:49:54,4026,8.95,30.82,-13301.15,658
2024-10-06 7:49:55,4052,8.83,31.08,-13371.76,659
2024-10-06 7:49:56,4073,8.73,31.3,-13428.53,660
2024-10-06 7:49:57,4095,8.65,31.52,-13487.74,661
2024-10-06 7:49:58,4122,8.55,31.8,-13560.05,662
2024-10-06 7:49:59,4150,8.45,32.08,-13634.65,663
2024-10-06 7:50:00,4180,8.36,32.39,-13714.12,664
2024-10-06 7:50:01,4212,8.26,32.72,-13798.38,665
2024-10-06 7:50:02,4241,8.16,33.02,-13874.29,666
2024-10-06 7:50:03,4281,8.08,33.42,-13978.31,667
2024-10-06 7:50:04,4322,7.99,33.84,-14084.13,668
2024-10-06 7:50:05,4360,7.9,34.23,-14181.47,669
2024-10-06 7:50:06,4401,7.82,34.65,-14285.73,670
2024-10-06 7:50:07,4441,7.72,35.06,-14386.7,671
2024-10-06 7:50:08,4482,7.64,35.48,-14489.43,672
2024-10-06 7:50:09,4518,7.57,35.85,-14579,673
2024-10-06 7:50:10,4559,7.5,36.27,-14680.31,674
2024-10-06 7:50:11,4595,7.44,36.64,-14768.66,675
2024-10-06 7:50:12,4634,7.36,37.04,-14863.75,676
2024-10-06 7:50:13,4671,7.31,37.41,-14953.36,677
2024-10-06 7:50:14,4706,7.25,37.77,-15037.6,678
2024-10-06 7:50:15,4739,7.21,38.11,-15116.56,679
2024-10-06 7:50:16,4776,7.16,38.49,-15204.56,680
2024-10-06 7:50:17,4818,7.11,38.92,-15303.8,681
2024-10-06 7:50:18,4858,7.06,39.33,-15397.66,682
2024-10-06 7:50:19,4901,7,39.77,-15497.86,683
2024-10-06 7:50:20,4940,6.95,40.16,-15588.13,684
2024-10-06 7:50:21,4979,6.9,40.56,-15677.82,685
2024-10-06 7:50:22,5019,6.85,40.97,-15769.22,686
2024-10-06 7:50:23,5058,6.8,41.37,-15857.77,687
2024-10-06 7:50:24,5097,6.75,41.77,-15945.77,688
2024-10-06 7:50:25,5139,6.7,42.2,-16039.93,689
2024-10-06 7:50:26,5178,6.66,42.6,-16126.81,690
2024-10-06 7:50:27,5217,6.61,43,-16213.17,691
2024-10-06 7:50:28,5258,6.56,43.42,-16303.38,692
2024-10-06 7:50:29,5297,6.51,43.82,-16388.67,693
2024-10-06 7:50:30,5338,6.47,44.24,-16477.79,694
2024-10-06 7:50:31,5376,6.42,44.62,-16559.89,695
2024-10-06 7:50:32,5417,6.37,45.04,-16647.95,696
2024-10-06 7:50:33,5454,6.32,45.42,-16726.96,697
2024-10-06 7:50:35,5494,6.27,45.83,-16811.88,698
2024-10-06 7:50:36,5534,6.22,46.24,-16896.31,699
2024-10-06 7:50:37,5572,6.19,46.63,-16976.06,700
2024-10-06 7:50:38,5610,6.14,47.02,-17055.37,701
2024-10-06 7:50:39,5649,6.1,47.42,-17136.32,702
2024-10-06 7:50:40,5686,6.07,47.79,-17212.69,703
2024-10-06 7:50:41,5722,6.03,48.16,-17286.62,704
2024-10-06 7:50:42,5763,5.99,48.58,-17370.35,705
2024-10-06 7:50:43,5797,5.95,48.93,-17439.44,706
2024-10-06 7:50:44,5836,5.91,49.33,-17518.26,707
2024-10-06 7:50:45,5875,5.88,49.73,-17596.67,708
2024-10-06 7:50:46,5916,5.84,50.15,-17678.64,709
2024-10-06 7:50:47,5949,5.8,50.48,-17744.28,710
2024-10-06 7:50:48,5985,5.77,50.85,-17815.57,711
2024-10-06 7:50:49,6021,5.74,51.22,-17886.5,712
2024-10-06 7:50:50,6057,5.71,51.59,-17957.09,713
2024-10-06 7:50:51,6095,5.67,51.98,-18031.23,714
2024-10-06 7:50:52,6131,5.64,52.35,-18101.13,715
2024-10-06 7:50:53,6166,5.61,52.7,-18168.76,716
2024-10-06 7:50:54,6205,5.57,53.1,-18243.77,717
2024-10-06 7:50:55,6244,5.54,53.5,-18318.38,718
2024-10-06 7:50:56,6281,5.52,53.88,-18388.83,719
2024-10-06 7:50:57,6317,5.49,54.25,-18457.05,720
2024-10-06 7:50:58,6351,5.45,54.6,-18521.19,721
2024-10-06 7:50:59,6390,5.43,55,-18594.43,722
2024-10-06 7:51:00,6430,5.4,55.4,-18669.16,723
2024-10-06 7:51:01,6466,5.38,55.77,-18736.11,724
2024-10-06 7:51:02,6504,5.34,56.16,-18806.44,725
2024-10-06 7:51:03,6537,5.32,56.5,-18867.25,726
2024-10-06 7:51:04,6573,5.3,56.87,-18933.3,727
2024-10-06 7:51:05,6610,5.27,57.25,-19000.89,728
2024-10-06 7:51:06,6650,5.26,57.65,-19073.61,729
2024-10-06 7:51:07,6686,5.23,58.02,-19138.75,730
2024-10-06 7:51:08,6724,5.21,58.41,-19207.21,731
2024-10-06 7:51:09,6761,5.19,58.79,-19273.58,732
2024-10-06 7:51:10,6795,5.17,59.14,-19334.29,733
2024-10-06 7:51:11,6834,5.16,59.54,-19403.64,734
2024-10-06 7:51:12,6871,5.14,59.91,-19469.13,735
2024-10-06 7:51:13,6907,5.12,60.28,-19532.58,736
2024-10-06 7:51:14,6946,5.1,60.68,-19601.02,737
2024-10-06 7:51:15,6983,5.09,61.06,-19665.65,738
2024-10-06 7:51:16,7019,5.07,61.43,-19728.28,739
2024-10-06 7:51:17,7060,5.05,61.85,-19799.29,740
2024-10-06 7:51:18,7094,5.04,62.2,-19857.92,741
2024-10-06 7:51:19,7130,5.03,62.56,-19919.76,742
2024-10-06 7:51:20,7171,5.02,62.98,-19989.87,743
2024-10-06 7:51:21,7206,4.99,63.34,-20049.46,744
2024-10-06 7:51:22,7242,4.99,63.71,-20110.52,745
2024-10-06 7:51:23,7275,4.97,64.05,-20166.27,746
2024-10-06 7:51:24,7312,4.97,64.43,-20228.55,747
2024-10-06 7:51:25,7349,4.95,64.8,-20290.55,748
2024-10-06 7:51:26,7386,4.94,65.18,-20352.32,749
2024-10-06 7:51:27,7423,4.92,65.56,-20413.83,750
2024-10-06 7:51:28,7458,4.92,65.92,-20471.78,751
2024-10-06 7:51:29,7496,4.89,66.31,-20534.46,752
2024-10-06 7:51:30,7534,4.88,66.7,-20596.88,753
2024-10-06 7:51:31,7574,4.87,67.1,-20662.31,754
2024-10-06 7:51:32,7611,4.86,67.48,-20722.59,755
2024-10-06 7:51:33,7647,4.85,67.85,-20781,756
2024-10-06 7:51:34,7686,4.84,68.25,-20844.04,757
2024-10-06 7:51:35,7723,4.84,68.63,-20903.6,758
2024-10-06 7:51:36,7761,4.83,69.02,-20964.54,759
2024-10-06 7:51:37,7801,4.82,69.43,-21028.42,760
2024-10-06 7:51:38,7838,4.82,69.81,-21087.27,761
2024-10-06 7:51:39,7876,4.81,70.19,-21147.48,762
2024-10-06 7:51:40,7913,4.8,70.57,-21205.88,763
2024-10-06 7:51:41,7949,4.78,70.94,-21262.49,764
2024-10-06 7:51:42,7989,4.77,71.35,-21325.15,765
2024-10-06 7:51:43,8027,4.77,71.74,-21384.44,766
2024-10-06 7:51:44,8066,4.76,72.14,-21445.05,767
2024-10-06 7:51:46,8104,4.75,72.53,-21503.88,768
2024-10-06 7:51:47,8142,4.74,72.91,-21562.5,769
2024-10-06 7:51:48,8174,4.73,73.24,-21611.68,770
2024-10-06 7:51:49,8211,4.72,73.62,-21668.35,771
2024-10-06 7:51:50,8251,4.72,74.03,-21729.39,772
2024-10-06 7:51:51,8292,4.72,74.45,-21791.71,773
2024-10-06 7:51:52,8325,4.7,74.79,-21841.69,774
2024-10-06 7:51:53,8365,4.7,75.2,-21902.04,775
2024-10-06 7:51:54,8400,4.68,75.55,-21954.67,776
2024-10-06 7:51:55,8441,4.67,75.97,-22016.09,777
2024-10-06 7:51:56,8480,4.66,76.37,-22074.29,778
2024-10-06 7:51:57,8519,4.65,76.77,-22132.28,779
2024-10-06 7:51:58,8557,4.65,77.16,-22188.57,780
2024-10-06 7:51:59,8591,4.64,77.51,-22238.77,781
2024-10-06 7:52:00,8598,4.63,77.58,-22249.08,782
2024-10-06 7:52:01,8605,4.63,77.65,-22259.38,783
2024-10-06 7:52:02,8603,4.63,77.63,-22256.44,784
2024-10-06 7:52:03,8599,4.62,77.59,-22250.55,785
2024-10-06 7:52:04,8600,4.62,77.6,-22252.02,786
2024-10-06 7:52:05,8630,4.62,77.91,-22296.14,787
2024-10-06 7:52:06,8660,4.62,78.21,-22340.13,788
2024-10-06 7:52:07,8690,4.62,78.52,-22384.01,789
2024-10-06 7:52:08,8729,4.61,78.92,-22440.86,790
2024-10-06 7:52:09,8766,4.61,79.3,-22494.61,791
2024-10-06 7:52:10,8800,4.6,79.64,-22543.83,792
2024-10-06 7:52:11,8836,4.6,80.01,-22595.78,793
2024-10-06 7:52:12,8877,4.59,80.43,-22654.75,794
2024-10-06 7:52:13,8911,4.59,80.78,-22703.47,795
2024-10-06 7:52:14,8950,4.57,81.18,-22759.18,796
2024-10-06 7:52:15,8986,4.57,81.55,-22810.43,797
2024-10-06 7:52:16,9022,4.56,81.91,-22861.51,798
2024-10-06 7:52:17,9057,4.56,82.27,-22911.02,799
2024-10-06 7:52:18,9093,4.56,82.64,-22961.78,800
2024-10-06 7:52:19,9131,4.55,83.03,-23015.18,801
2024-10-06 7:52:20,9166,4.55,83.39,-23064.2,802
2024-10-06 7:52:21,9204,4.55,83.78,-23117.26,803
2024-10-06 7:52:22,9240,4.54,84.14,-23167.36,804
2024-10-06 7:52:23,9275,4.55,84.5,-23215.93,805
2024-10-06 7:52:24,9312,4.54,84.88,-23267.1,806
2024-10-06 7:52:25,9348,4.54,85.25,-23316.74,807
2024-10-06 7:52:26,9386,4.53,85.64,-23368.96,808
2024-10-06 7:52:27,9427,4.53,86.06,-23425.11,809
2024-10-06 7:52:28,9466,4.52,86.46,-23478.34,810
2024-10-06 7:52:29,9503,4.52,86.83,-23528.68,811
2024-10-06 7:52:30,9539,4.51,87.2,-23577.51,812
2024-10-06 7:52:31,9577,4.51,87.59,-23628.88,813
2024-10-06 7:52:32,9614,4.51,87.97,-23678.75,814
2024-10-06 7:52:33,9650,4.5,88.34,-23727.12,815
2024-10-06 7:52:34,9689,4.5,88.74,-23779.35,816
2024-10-06 7:52:35,9727,4.5,89.13,-23830.08,817
2024-10-06 7:52:36,9765,4.5,89.51,-23880.65,818
2024-10-06 7:52:37,9802,4.49,89.89,-23929.74,819
2024-10-06 7:52:38,9840,4.49,90.28,-23980,820
2024-10-06 7:52:39,9875,4.49,90.64,-24026.15,821
2024-10-06 7:52:40,9909,4.48,90.99,-24070.86,822
2024-10-06 7:52:41,9949,4.48,91.4,-24123.29,823
2024-10-06 7:52:42,9985,4.46,91.76,-24170.34,824
2024-10-06 7:52:43,10023,4.46,92.15,-24219.86,825
2024-10-06 7:52:44,10064,4.46,92.57,-24273.11,826
2024-10-06 7:52:45,10098,4.46,92.92,-24317.14,827
2024-10-06 7:52:46,10135,4.45,93.3,-24364.91,828
2024-10-06 7:52:47,10172,4.45,93.68,-24412.55,829
2024-10-06 7:52:48,10208,4.45,94.05,-24458.76,830
2024-10-06 7:52:49,10245,4.44,94.42,-24506.12,831
2024-10-06 7:52:50,10281,4.44,94.79,-24552.06,832
2024-10-06 7:52:51,10319,4.44,95.18,-24600.43,833
2024-10-06 7:52:52,10358,4.44,95.58,-24649.9,834
2024-10-06 7:52:53,10393,4.44,95.94,-24694.18,835
2024-10-06 7:52:54,10432,4.44,96.34,-24743.38,836
2024-10-06 7:52:56,10467,4.43,96.69,-24787.4,837
2024-10-06 7:52:57,10503,4.43,97.06,-24832.56,838
2024-10-06 7:52:58,10542,4.43,97.46,-24881.34,839
2024-10-06 7:52:59,10576,4.43,97.81,-24923.74,840
2024-10-06 7:53:00,10615,4.43,98.21,-24972.25,841
2024-10-06 7:53:01,10648,4.43,98.55,-25013.18,842
2024-10-06 7:53:02,10685,4.43,98.92,-25058.96,843
2024-10-06 7:53:03,10720,4.43,99.28,-25102.13,844
2024-10-06 7:53:04,10759,4.43,99.68,-25150.12,845
2024-10-06 7:53:05,10796,4.43,100.06,-25195.5,846
2024-10-06 7:53:06,10832,4.43,100.43,-25239.54,847
2024-10-06 7:53:07,10868,4.43,100.8,-25283.47,848
2024-10-06 7:53:08,10904,4.43,101.16,-25327.28,849
2024-10-06 7:53:09,10941,4.43,101.54,-25372.17,850
2024-10-06 7:53:10,10979,4.43,101.93,-25418.16,851
2024-10-06 7:53:11,11013,4.43,102.28,-25459.19,852
2024-10-06 7:53:12,11050,4.43,102.66,-25503.74,853
2024-10-06 7:53:13,11085,4.43,103.01,-25545.75,854
2024-10-06 7:53:14,11122,4.43,103.39,-25590.06,855
2024-10-06 7:53:15,11160,4.43,103.78,-25635.44,856
2024-10-06 7:53:16,11199,4.43,104.18,-25681.89,857
2024-10-06 7:53:17,11233,4.43,104.53,-25722.27,858
2024-10-06 7:53:18,11272,4.43,104.93,-25768.47,859
2024-10-06 7:53:19,11308,4.42,105.3,-25811,860
2024-10-06 7:53:20,11345,4.43,105.67,-25854.6,861
2024-10-06 7:53:21,11380,4.43,106.03,-25895.74,862
2024-10-06 7:53:22,11417,4.43,106.41,-25939.12,863
2024-10-06 7:53:23,11454,4.42,106.79,-25982.38,864
2024-10-06 7:53:24,11492,4.43,107.18,-26026.69,865
2024-10-06 7:53:25,11531,4.43,107.58,-26072.05,866
2024-10-06 7:53:26,11567,4.43,107.94,-26113.81,867
2024-10-06 7:53:27,11601,4.43,108.29,-26153.14,868
2024-10-06 7:53:28,11635,4.42,108.64,-26192.39,869
2024-10-06 7:53:29,11670,4.42,109,-26232.7,870
2024-10-06 7:53:30,11707,4.42,109.38,-26275.2,871
2024-10-06 7:53:31,11744,4.42,109.76,-26317.59,872
2024-10-06 7:53:32,11783,4.42,110.15,-26362.16,873
2024-10-06 7:53:33,11816,4.42,110.49,-26399.78,874
2024-10-06 7:53:34,11851,4.42,110.85,-26439.59,875
2024-10-06 7:53:35,11891,4.42,111.26,-26484.96,876
2024-10-06 7:53:36,11926,4.42,111.62,-26524.57,877
2024-10-06 7:53:37,11963,4.42,111.99,-26566.33,878
2024-10-06 7:53:38,12002,4.42,112.39,-26610.24,879
2024-10-06 7:53:39,12039,4.42,112.77,-26651.79,880
2024-10-06 7:53:40,12076,4.42,113.15,-26693.23,881
2024-10-06 7:53:41,12112,4.42,113.52,-26733.46,882
2024-10-06 7:53:42,12148,4.42,113.89,-26773.59,883
2024-10-06 7:53:43,12184,4.42,114.26,-26813.63,884
2024-10-06 7:53:44,12220,4.42,114.62,-26853.57,885
2024-10-06 7:53:45,12259,4.42,115.02,-26896.73,886
2024-10-06 7:53:46,12294,4.42,115.38,-26935.36,887
