Timestamp,Pressure(mbar),Temperature(deg C),Depth(m),Altitude( m above mean sea level),Timestamp(Sec),,,
2024-08-28 11:48:11,4929,6.33,40.05,-15562.73,405,,,
2024-08-28 11:48:12,4968,6.29,40.45,-15652.58,406,,,
2024-08-28 11:48:13,5006,6.24,40.84,-15739.58,407,,,
2024-08-28 11:48:14,5042,6.19,41.21,-15821.51,408,,,
2024-08-28 11:48:15,5078,6.14,41.58,-15902.97,409,,,
2024-08-28 11:48:16,5114,6.1,41.94,-15983.96,410,,,
2024-08-28 11:48:17,5153,6.05,42.34,-16071.18,411,,,
2024-08-28 11:48:18,5192,6,42.74,-16157.87,412,,,
2024-08-28 11:48:19,5230,5.95,43.13,-16241.83,413,,,
2024-08-28 11:48:20,5269,5.91,43.53,-16327.49,414,,,
2024-08-28 11:48:21,5307,5.86,43.92,-16410.46,415,,,
2024-08-28 11:48:22,5345,5.82,44.31,-16492.95,416,,,
2024-08-28 11:48:23,5384,5.77,44.71,-16577.12,417,,,
2024-08-28 11:48:24,5422,5.74,45.09,-16658.65,418,,,
2024-08-28 11:48:25,5459,5.71,45.47,-16737.6,419,,,
2024-08-28 11:48:26,5497,5.66,45.86,-16818.24,420,,,
2024-08-28 11:48:27,5534,5.63,46.24,-16896.31,421,,,
2024-08-28 11:48:28,5572,5.6,46.63,-16976.06,422,,,
2024-08-28 11:48:29,5609,5.57,47.01,-17053.29,423,,,
2024-08-28 11:48:30,5645,5.54,47.38,-17128.03,424,,,
2024-08-28 11:48:31,5682,5.51,47.75,-17204.46,425,,,
2024-08-28 11:48:32,5722,5.49,48.16,-17286.62,426,,,
2024-08-28 11:48:33,5760,5.45,48.55,-17364.25,427,,,
2024-08-28 11:48:34,5797,5.43,48.93,-17439.44,428,,,
2024-08-28 11:48:35,5834,5.4,49.31,-17514.23,429,,,
2024-08-28 11:48:36,5872,5.38,49.7,-17590.65,430,,,
2024-08-28 11:48:37,5910,5.34,50.09,-17666.68,431,,,
2024-08-28 11:48:38,5948,5.32,50.47,-17742.31,432,,,
2024-08-28 11:48:39,5985,5.3,50.85,-17815.57,433,,,
2024-08-28 11:48:40,6022,5.28,51.23,-17888.46,434,,,
2024-08-28 11:48:41,6061,5.25,51.63,-17964.91,435,,,
2024-08-28 11:48:42,6099,5.23,52.02,-18039.01,436,,,
2024-08-28 11:48:43,6135,5.21,52.39,-18108.87,437,,,
2024-08-28 11:48:45,6173,5.19,52.78,-18182.26,438,,,
2024-08-28 11:48:46,6211,5.17,53.16,-18255.27,439,,,
2024-08-28 11:48:47,6251,5.16,53.57,-18331.74,440,,,
2024-08-28 11:48:48,6289,5.14,53.96,-18404.01,441,,,
2024-08-28 11:48:49,6327,5.12,54.35,-18475.95,442,,,
2024-08-28 11:48:50,6363,5.1,54.72,-18543.77,443,,,
2024-08-28 11:48:51,6399,5.08,55.09,-18611.27,444,,,
2024-08-28 11:48:52,6440,5.07,55.51,-18687.79,445,,,
2024-08-28 11:48:53,6479,5.05,55.91,-18760.21,446,,,
2024-08-28 11:48:54,6517,5.04,56.29,-18830.42,447,,,
2024-08-28 11:48:55,6553,5.03,56.66,-18896.64,448,,,
2024-08-28 11:48:56,6590,5,57.04,-18964.39,449,,,
2024-08-28 11:48:57,6629,4.98,57.44,-19035.48,450,,,
2024-08-28 11:48:58,6665,4.97,57.81,-19100.79,451,,,
2024-08-28 11:48:59,6704,4.96,58.21,-19171.22,452,,,
2024-08-28 11:49:00,6742,4.94,58.6,-19239.53,453,,,
2024-08-28 11:49:01,6780,4.93,58.98,-19307.53,454,,,
2024-08-28 11:49:02,6816,4.92,59.35,-19371.67,455,,,
2024-08-28 11:49:03,6853,4.89,59.73,-19437.3,456,,,
2024-08-28 11:49:04,6890,4.88,60.11,-19502.65,457,,,
2024-08-28 11:49:05,6928,4.87,60.5,-19569.46,458,,,
2024-08-28 11:49:06,6966,4.86,60.89,-19635.99,459,,,
2024-08-28 11:49:07,7003,4.85,61.26,-19700.47,460,,,
2024-08-28 11:49:08,7042,4.84,61.66,-19768.15,461,,,
2024-08-28 11:49:09,7080,4.83,62.05,-19833.8,462,,,
2024-08-28 11:49:10,7116,4.81,62.42,-19895.73,463,,,
2024-08-28 11:49:11,7154,4.8,62.81,-19960.83,464,,,
2024-08-28 11:49:12,7194,4.78,63.22,-20029.06,465,,,
2024-08-28 11:49:13,7234,4.77,63.63,-20096.97,466,,,
2024-08-28 11:49:14,7272,4.77,64.02,-20161.21,467,,,
2024-08-28 11:49:15,7311,4.76,64.41,-20226.86,468,,,
2024-08-28 11:49:16,7348,4.75,64.79,-20288.88,469,,,
2024-08-28 11:49:17,7385,4.74,65.17,-20350.65,470,,,
2024-08-28 11:49:18,7425,4.73,65.58,-20417.15,471,,,
2024-08-28 11:49:19,7463,4.72,65.97,-20480.05,472,,,
2024-08-28 11:49:20,7501,4.71,66.36,-20542.69,473,,,
2024-08-28 11:49:21,7538,4.7,66.74,-20603.44,474,,,
2024-08-28 11:49:22,7575,4.69,67.12,-20663.94,475,,,
2024-08-28 11:49:23,7613,4.67,67.5,-20725.84,476,,,
2024-08-28 11:49:24,7651,4.66,67.89,-20787.48,477,,,
2024-08-28 11:49:25,7688,4.66,68.27,-20847.27,478,,,
2024-08-28 11:49:26,7726,4.65,68.66,-20908.43,479,,,
2024-08-28 11:49:27,7763,4.64,69.04,-20967.73,480,,,
2024-08-28 11:49:28,7800,4.63,69.42,-21026.82,481,,,
2024-08-28 11:49:29,7838,4.63,69.81,-21087.27,482,,,
2024-08-28 11:49:30,7877,4.62,70.2,-21149.06,483,,,
2024-08-28 11:49:31,7914,4.62,70.58,-21207.46,484,,,
2024-08-28 11:49:32,7952,4.61,70.97,-21267.21,485,,,
2024-08-28 11:49:33,7988,4.6,71.34,-21323.59,486,,,
2024-08-28 11:49:34,8027,4.6,71.74,-21384.44,487,,,
2024-08-28 11:49:35,8065,4.59,72.13,-21443.5,488,,,
2024-08-28 11:49:36,8105,4.58,72.54,-21505.44,489,,,
2024-08-28 11:49:37,8143,4.56,72.92,-21564.04,490,,,
2024-08-28 11:49:38,8180,4.56,73.3,-21620.88,491,,,
2024-08-28 11:49:39,8218,4.55,73.69,-21679.05,492,,,
2024-08-28 11:49:40,8257,4.55,74.09,-21738.53,493,,,
2024-08-28 11:49:41,8295,4.54,74.48,-21796.26,494,,,
2024-08-28 11:49:42,8334,4.53,74.88,-21855.29,495,,,
2024-08-28 11:49:43,8371,4.52,75.26,-21911.08,496,,,
2024-08-28 11:49:44,8409,4.52,75.65,-21968.17,497,,,
2024-08-28 11:49:46,8446,4.51,76.02,-22023.56,498,,,
2024-08-28 11:49:47,8482,4.51,76.39,-22077.27,499,,,
2024-08-28 11:49:48,8519,4.51,76.77,-22132.28,500,,,
2024-08-28 11:49:49,8555,4.51,77.14,-22185.61,501,,,
2024-08-28 11:49:50,8591,4.5,77.51,-22238.77,502,,,
2024-08-28 11:49:51,8629,4.5,77.9,-22294.67,503,,,
2024-08-28 11:49:52,8667,4.5,78.28,-22350.39,504,,,
2024-08-28 11:49:53,8704,4.49,78.66,-22404.44,505,,,
2024-08-28 11:49:54,8740,4.49,79.03,-22456.86,506,,,
2024-08-28 11:49:55,8776,4.49,79.4,-22509.1,507,,,
2024-08-28 11:49:56,8811,4.49,79.76,-22559.72,508,,,
2024-08-28 11:49:57,8848,4.48,80.14,-22613.06,509,,,
2024-08-28 11:49:58,8885,4.46,80.51,-22666.22,510,,,
2024-08-28 11:49:59,8921,4.46,80.88,-22717.77,511,,,
2024-08-28 11:50:00,8957,4.46,81.25,-22769.16,512,,,
2024-08-28 11:50:01,8991,4.45,81.6,-22817.53,513,,,
2024-08-28 11:50:02,9027,4.45,81.97,-22868.59,514,,,
2024-08-28 11:50:03,9062,4.45,82.32,-22918.07,515,,,
2024-08-28 11:50:04,9097,4.45,82.68,-22967.41,516,,,
2024-08-28 11:50:05,9135,4.44,83.07,-23020.8,517,,,
2024-08-28 11:50:06,9170,4.44,83.43,-23069.79,518,,,
2024-08-28 11:50:07,9207,4.43,83.81,-23121.45,519,,,
2024-08-28 11:50:08,9242,4.43,84.16,-23170.15,520,,,
2024-08-28 11:50:09,9277,4.43,84.52,-23218.7,521,,,
2024-08-28 11:50:10,9312,4.43,84.88,-23267.1,522,,,
2024-08-28 11:50:11,9347,4.42,85.24,-23315.36,523,,,
2024-08-28 11:50:12,9384,4.42,85.62,-23366.21,524,,,
2024-08-28 11:50:13,9420,4.42,85.99,-23415.54,525,,,
2024-08-28 11:50:14,9456,4.42,86.35,-23464.71,526,,,
2024-08-28 11:50:15,9490,4.42,86.7,-23511.01,527,,,
2024-08-28 11:50:16,9526,4.41,87.07,-23559.89,528,,,
2024-08-28 11:50:17,9561,4.41,87.43,-23607.27,529,,,
2024-08-28 11:50:18,9596,4.4,87.79,-23654.5,530,,,
2024-08-28 11:50:19,9630,4.4,88.13,-23700.26,531,,,
2024-08-28 11:50:20,9666,4.4,88.5,-23748.56,532,,,
2024-08-28 11:50:21,9702,4.4,88.87,-23796.72,533,,,
2024-08-28 11:50:22,9737,4.39,89.23,-23843.41,534,,,
2024-08-28 11:50:23,9772,4.39,89.59,-23889.95,535,,,
2024-08-28 11:50:24,9809,4.39,89.96,-23939.01,536,,,
2024-08-28 11:50:25,9844,4.39,90.32,-23985.27,537,,,
2024-08-28 11:50:26,9878,4.39,90.67,-24030.1,538,,,
2024-08-28 11:50:27,9913,4.38,91.03,-24076.11,539,,,
2024-08-28 11:50:28,9947,4.38,91.38,-24120.67,540,,,
2024-08-28 11:50:29,9982,4.38,91.73,-24166.43,541,,,
2024-08-28 11:50:30,10018,4.38,92.1,-24213.35,542,,,
2024-08-28 11:50:31,10054,4.38,92.47,-24260.14,543,,,
2024-08-28 11:50:32,10091,4.37,92.85,-24308.08,544,,,
2024-08-28 11:50:33,10126,4.37,93.21,-24353.31,545,,,
2024-08-28 11:50:34,10162,4.37,93.57,-24399.69,546,,,
2024-08-28 11:50:35,10198,4.36,93.94,-24445.93,547,,,
2024-08-28 11:50:36,10234,4.37,94.31,-24492.05,548,,,
2024-08-28 11:50:37,10269,4.37,94.67,-24536.77,549,,,
2024-08-28 11:50:38,10304,4.36,95.03,-24581.36,550,,,
2024-08-28 11:50:39,10338,4.35,95.37,-24624.55,551,,,
2024-08-28 11:50:40,10373,4.35,95.73,-24668.9,552,,,
2024-08-28 11:50:41,10407,4.35,96.08,-24711.87,553,,,
2024-08-28 11:50:42,10444,4.35,96.46,-24758.48,554,,,
2024-08-28 11:50:43,10479,4.35,96.82,-24802.47,555,,,
2024-08-28 11:50:44,10515,4.35,97.18,-24847.58,556,,,
2024-08-28 11:50:45,10551,4.34,97.55,-24892.58,557,,,
2024-08-28 11:50:47,10590,4.35,97.95,-24941.17,558,,,
2024-08-28 11:50:48,10627,4.35,98.33,-24987.15,559,,,
2024-08-28 11:50:49,10664,4.34,98.71,-25033,560,,,
2024-08-28 11:50:50,10701,4.34,99.09,-25078.7,561,,,
2024-08-28 11:50:51,10739,4.34,99.48,-25125.52,562,,,
2024-08-28 11:50:52,10777,4.34,99.86,-25172.2,563,,,
2024-08-28 11:50:53,10814,4.34,100.24,-25217.54,564,,,
2024-08-28 11:50:54,10851,4.34,100.62,-25262.74,565,,,
2024-08-28 11:50:55,10889,4.34,101.01,-25309.03,566,,,
2024-08-28 11:50:56,10926,4.33,101.39,-25353.99,567,,,
2024-08-28 11:50:57,10964,4.34,101.78,-25400.02,568,,,
2024-08-28 11:50:58,11001,4.34,102.16,-25444.72,569,,,
2024-08-28 11:50:59,11037,4.34,102.52,-25488.1,570,,,
2024-08-28 11:51:00,11073,4.34,102.89,-25531.36,571,,,
2024-08-28 11:51:01,11110,4.34,103.27,-25575.7,572,,,
2024-08-28 11:51:02,11148,4.34,103.66,-25621.12,573,,,
2024-08-28 11:51:03,11185,4.34,104.04,-25665.23,574,,,
2024-08-28 11:51:04,11224,4.35,104.44,-25711.59,575,,,
2024-08-28 11:51:05,11261,4.35,104.81,-25755.45,576,,,
2024-08-28 11:51:06,11299,4.35,105.2,-25800.38,577,,,
2024-08-28 11:51:07,11336,4.35,105.58,-25844.01,578,,,
2024-08-28 11:51:08,11374,4.35,105.97,-25888.7,579,,,
2024-08-28 11:51:09,11412,4.35,106.36,-25933.26,580,,,
2024-08-28 11:51:10,11449,4.35,106.74,-25976.54,581,,,
2024-08-28 11:51:11,11488,4.35,107.14,-26022.03,582,,,
2024-08-28 11:51:12,11525,4.35,107.52,-26065.07,583,,,
2024-08-28 11:51:13,11563,4.35,107.9,-26109.17,584,,,
2024-08-28 11:51:14,11602,4.35,108.3,-26154.3,585,,,
2024-08-28 11:51:15,11639,4.35,108.68,-26197.01,586,,,
2024-08-28 11:51:16,11676,4.35,109.06,-26239.61,587,,,
2024-08-28 11:51:17,11714,4.35,109.45,-26283.23,588,,,
2024-08-28 11:51:18,11751,4.35,109.83,-26325.61,589,,,
2024-08-28 11:51:19,11789,4.35,110.22,-26369.01,590,,,
2024-08-28 11:51:20,11827,4.34,110.6,-26412.31,591,,,
2024-08-28 11:51:21,11864,4.35,110.98,-26454.35,592,,,
2024-08-28 11:51:22,11902,4.35,111.37,-26497.42,593,,,
2024-08-28 11:51:23,11938,4.35,111.74,-26538.13,594,,,
2024-08-28 11:51:24,11975,4.34,112.12,-26579.86,595,,,
2024-08-28 11:51:25,12011,4.34,112.49,-26620.35,596,,,
2024-08-28 11:51:26,12049,4.34,112.87,-26663,597,,,
2024-08-28 11:51:27,12085,4.34,113.24,-26703.3,598,,,
2024-08-28 11:51:28,12123,4.34,113.63,-26745.74,599,,,
2024-08-28 11:51:29,12160,4.34,114.01,-26786.95,600,,,
2024-08-28 11:51:30,12196,4.34,114.38,-26826.95,601,,,
2024-08-28 11:51:31,12233,4.35,114.76,-26867.96,602,,,
2024-08-28 11:51:32,12269,4.35,115.12,-26907.77,603,,,
2024-08-28 11:51:33,12305,4.34,115.49,-26947.48,604,,,
2024-08-28 11:51:34,12342,4.34,115.87,-26988.21,605,,,
2024-08-28 11:51:35,12376,4.35,116.22,-27025.54,606,,,
2024-08-28 11:51:36,12411,4.35,116.58,-27063.88,607,,,
2024-08-28 11:51:37,12447,4.35,116.95,-27103.23,608,,,
2024-08-28 11:51:38,12483,4.35,117.31,-27142.49,609,,,
2024-08-28 11:51:39,12519,4.35,117.68,-27181.64,610,,,
2024-08-28 11:51:40,12554,4.35,118.04,-27219.63,611,,,
2024-08-28 11:51:41,12590,4.35,118.41,-27258.62,612,,,
2024-08-28 11:51:42,12625,4.35,118.77,-27296.43,613,,,
2024-08-28 11:51:43,12661,4.35,119.13,-27335.24,614,,,
2024-08-28 11:51:44,12697,4.35,119.5,-27373.96,615,,,
2024-08-28 11:51:45,12734,4.35,119.88,-27413.66,616,,,
2024-08-28 11:51:47,12770,4.35,120.25,-27452.2,617,,,
2024-08-28 11:51:48,12807,4.35,120.63,-27491.72,618,,,
2024-08-28 11:51:49,12841,4.35,120.97,-27527.95,619,,,
2024-08-28 11:51:50,12876,4.35,121.33,-27565.17,620,,,
2024-08-28 11:51:51,12912,4.35,121.7,-27603.36,621,,,
2024-08-28 11:51:52,12947,4.36,122.06,-27640.41,622,,,
2024-08-28 11:51:53,12983,4.35,122.43,-27678.44,623,,,
2024-08-28 11:51:54,13018,4.36,122.79,-27715.32,624,,,
2024-08-28 11:51:55,13054,4.35,123.15,-27753.18,625,,,
2024-08-28 11:51:56,13089,4.37,123.51,-27789.9,626,,,
2024-08-28 11:51:57,13125,4.36,123.88,-27827.6,627,,,
2024-08-28 11:51:58,13160,4.35,124.24,-27864.17,628,,,
2024-08-28 11:51:59,13196,4.37,124.61,-27901.69,629,,,
2024-08-28 11:52:00,13232,4.37,124.97,-27939.13,630,,,
2024-08-28 11:52:01,13267,4.37,125.33,-27975.46,631,,,
2024-08-28 11:52:02,13303,4.37,125.7,-28012.73,632,,,
2024-08-28 11:52:03,13338,4.36,126.06,-28048.9,633,,,
2024-08-28 11:52:04,13374,4.37,126.43,-28086.02,634,,,
2024-08-28 11:52:05,13410,4.37,126.79,-28123.06,635,,,
2024-08-28 11:52:06,13445,4.37,127.15,-28159,636,,,
2024-08-28 11:52:07,13481,4.37,127.52,-28195.88,637,,,
2024-08-28 11:52:08,13517,4.38,127.89,-28232.67,638,,,
2024-08-28 11:52:09,13553,4.37,128.26,-28269.4,639,,,
2024-08-28 11:52:10,13588,4.38,128.62,-28305.03,640,,,
2024-08-28 11:52:11,13622,4.37,128.96,-28339.57,641,,,
2024-08-28 11:52:12,13655,4.38,129.3,-28373.03,642,,,
2024-08-28 11:52:13,13690,4.38,129.66,-28408.43,643,,,
2024-08-28 11:52:14,13725,4.38,130.02,-28443.78,644,,,
2024-08-28 11:52:15,13760,4.39,130.37,-28479.04,645,,,
2024-08-28 11:52:16,13794,4.38,130.72,-28513.24,646,,,
2024-08-28 11:52:17,13827,4.39,131.06,-28546.35,647,,,
2024-08-28 11:52:18,13861,4.39,131.41,-28580.41,648,,,
2024-08-28 11:52:19,13895,4.39,131.76,-28614.39,649,,,
2024-08-28 11:52:20,13927,4.39,132.08,-28646.32,650,,,
2024-08-28 11:52:21,13962,4.39,132.44,-28681.16,651,,,
2024-08-28 11:52:22,13996,4.39,132.79,-28714.96,652,,,
2024-08-28 11:52:23,14029,4.39,133.13,-28747.69,653,,,
2024-08-28 11:52:24,14063,4.39,133.47,-28781.35,654,,,
2024-08-28 11:52:25,14097,4.4,133.82,-28814.94,655,,,
2024-08-28 11:52:26,14132,4.4,134.18,-28849.45,656,,,
2024-08-28 11:52:27,14166,4.4,134.53,-28882.9,657,,,
2024-08-28 11:52:28,14199,4.4,134.86,-28915.32,658,,,
2024-08-28 11:52:29,14235,4.41,135.23,-28950.6,659,,,
2024-08-28 11:52:30,14269,4.4,135.58,-28983.87,660,,,
2024-08-28 11:52:31,14302,4.4,135.92,-29016.09,661,,,
2024-08-28 11:52:32,14337,4.41,136.28,-29050.2,662,,,
2024-08-28 11:52:33,14372,4.41,136.63,-29084.25,663,,,
2024-08-28 11:52:34,14406,4.41,136.98,-29117.25,664,,,
2024-08-28 11:52:35,14442,4.41,137.35,-29152.13,665,,,
2024-08-28 11:52:36,14477,4.42,137.71,-29185.98,666,,,
2024-08-28 11:52:37,14512,4.41,138.07,-29219.75,667,,,
2024-08-28 11:52:38,14548,4.42,138.43,-29254.42,668,,,
2024-08-28 11:52:39,14582,4.42,138.78,-29287.11,669,,,
2024-08-28 11:52:40,14617,4.42,139.14,-29320.69,670,,,
2024-08-28 11:52:41,14652,4.42,139.5,-29354.2,671,,,
2024-08-28 11:52:42,14687,4.42,139.86,-29387.65,672,,,
2024-08-28 11:52:43,14721,4.42,140.2,-29420.09,673,,,
2024-08-28 11:52:44,14756,4.42,140.56,-29453.41,674,,,
2024-08-28 11:52:45,14790,4.42,140.91,-29485.72,675,,,
2024-08-28 11:52:47,14825,4.43,141.27,-29518.91,676,,,
2024-08-28 11:52:48,14860,4.43,141.62,-29552.05,677,,,
2024-08-28 11:52:49,14895,4.43,141.98,-29585.13,678,,,
2024-08-28 11:52:50,14929,4.43,142.33,-29617.19,679,,,
2024-08-28 11:52:51,14964,4.43,142.69,-29650.13,680,,,
2024-08-28 11:52:52,14998,4.43,143.04,-29682.08,681,,,
2024-08-28 11:52:53,15032,4.43,143.38,-29713.96,682,,,
2024-08-28 11:52:54,15068,4.44,143.75,-29747.66,683,,,
2024-08-28 11:52:55,15102,4.44,144.1,-29779.44,684,,,
2024-08-28 11:52:56,15137,4.44,144.46,-29812.07,685,,,
2024-08-28 11:52:57,15172,4.44,144.82,-29844.65,686,,,
2024-08-28 11:52:58,15206,4.44,145.16,-29876.25,687,,,
2024-08-28 11:52:59,15241,4.44,145.52,-29908.71,688,,,
2024-08-28 11:53:00,15276,4.44,145.88,-29941.1,689,,,
2024-08-28 11:53:01,15311,4.44,146.24,-29973.45,690,,,
2024-08-28 11:53:02,15346,4.45,146.6,-30005.73,691,,,
2024-08-28 11:53:03,15379,4.44,146.93,-30036.12,692,,,
2024-08-28 11:53:04,15415,4.45,147.3,-30069.19,693,,,
2024-08-28 11:53:05,15449,4.45,147.65,-30100.39,694,,,
2024-08-28 11:53:06,15484,4.45,148.01,-30132.43,695,,,
2024-08-28 11:53:07,15516,4.45,148.33,-30161.68,696,,,
2024-08-28 11:53:08,15550,4.45,148.68,-30192.7,697,,,
2024-08-28 11:53:09,15585,4.45,149.04,-30224.59,698,,,
2024-08-28 11:53:10,15620,4.45,149.4,-30256.4,699,,,
2024-08-28 11:53:11,15655,4.46,149.76,-30288.17,700,,,
2024-08-28 11:53:12,15689,4.46,150.1,-30318.97,701,,,
2024-08-28 11:53:13,15724,4.46,150.46,-30350.61,702,,,
2024-08-28 11:53:14,15759,4.48,150.82,-30382.21,703,,,
2024-08-28 11:53:15,15793,4.48,151.17,-30412.85,704,,,
2024-08-28 11:53:16,15828,4.48,151.53,-30444.33,705,,,
2024-08-28 11:53:17,15861,4.48,151.86,-30473.96,706,,,
2024-08-28 11:53:18,15895,4.48,152.21,-30504.44,707,,,
2024-08-28 11:53:19,15929,4.48,152.56,-30534.87,708,,,
2024-08-28 11:53:20,15963,4.48,152.91,-30565.23,709,,,
2024-08-28 11:53:21,15999,4.48,153.27,-30597.34,710,,,
2024-08-28 11:53:22,16034,4.49,153.63,-30628.49,711,,,
2024-08-28 11:53:23,16067,4.49,153.97,-30657.81,712,,,
2024-08-28 11:53:24,16101,4.49,154.32,-30687.98,713,,,
2024-08-28 11:53:25,16134,4.49,154.66,-30717.2,714,,,
2024-08-28 11:53:26,16169,4.49,155.01,-30748.14,715,,,
2024-08-28 11:53:27,16202,4.5,155.35,-30777.26,716,,,
2024-08-28 11:53:28,16236,4.5,155.7,-30807.21,717,,,
2024-08-28 11:53:29,16270,4.5,156.05,-30837.12,718,,,
2024-08-28 11:53:30,16304,4.5,156.39,-30866.98,719,,,
2024-08-28 11:53:31,16337,4.51,156.73,-30895.91,720,,,
2024-08-28 11:53:32,16371,4.5,157.08,-30925.67,721,,,
2024-08-28 11:53:33,16405,4.5,157.43,-30955.37,722,,,
2024-08-28 11:53:34,16439,4.51,157.77,-30985.03,723,,,
2024-08-28 11:53:35,16473,4.51,158.12,-31014.64,724,,,
2024-08-28 11:53:36,16507,4.51,158.47,-31044.19,725,,,
2024-08-28 11:53:37,16541,4.51,158.82,-31073.7,726,,,
2024-08-28 11:53:38,16575,4.51,159.17,-31103.17,727,,,
2024-08-28 11:53:39,16608,4.52,159.5,-31131.71,728,,,
2024-08-28 11:53:40,16642,4.52,159.85,-31161.07,729,,,
2024-08-28 11:53:41,16675,4.52,160.19,-31189.52,730,,,
2024-08-28 11:53:42,16708,4.52,160.53,-31217.92,731,,,
2024-08-28 11:53:43,16742,4.52,160.87,-31247.16,732,,,
2024-08-28 11:53:44,16777,4.52,161.23,-31277.19,733,,,
2024-08-28 11:53:45,16810,4.52,161.57,-31305.45,734,,,
2024-08-28 11:53:46,16844,4.52,161.92,-31334.53,735,,,
2024-08-28 11:53:48,16878,4.52,162.26,-31363.56,736,,,
2024-08-28 11:53:49,16910,4.53,162.59,-31390.83,737,,,
2024-08-28 11:53:50,16944,4.53,162.94,-31419.78,738,,,
2024-08-28 11:53:51,16979,4.53,163.3,-31449.51,739,,,
2024-08-28 11:53:52,17012,4.53,163.64,-31477.51,740,,,
2024-08-28 11:53:53,17046,4.53,163.98,-31506.31,741,,,
2024-08-28 11:53:54,17080,4.53,164.33,-31535.06,742,,,
2024-08-28 11:53:55,17113,4.53,164.67,-31562.93,743,,,
2024-08-28 11:53:56,17148,4.54,165.03,-31592.43,744,,,
2024-08-28 11:53:57,17181,4.54,165.36,-31620.19,745,,,
2024-08-28 11:53:58,17216,4.54,165.72,-31649.61,746,,,
2024-08-28 11:53:59,17249,4.54,166.06,-31677.28,747,,,
2024-08-28 11:54:00,17283,4.54,166.41,-31705.76,748,,,
2024-08-28 11:54:01,17316,4.55,166.74,-31733.36,749,,,
2024-08-28 11:54:02,17350,4.54,167.09,-31761.75,750,,,
2024-08-28 11:54:03,17383,4.54,167.43,-31789.26,751,,,
2024-08-28 11:54:04,17417,4.54,167.78,-31817.56,752,,,
2024-08-28 11:54:05,17451,4.55,168.13,-31845.81,753,,,
2024-08-28 11:54:06,17484,4.54,168.46,-31873.19,754,,,
2024-08-28 11:54:07,17518,4.55,168.81,-31901.36,755,,,
2024-08-28 11:54:08,17553,4.55,169.17,-31930.31,756,,,
2024-08-28 11:54:09,17586,4.55,169.51,-31957.57,757,,,
2024-08-28 11:54:10,17619,4.56,169.84,-31984.78,758,,,
2024-08-28 11:54:11,17654,4.55,170.2,-32013.59,759,,,
2024-08-28 11:54:12,17687,4.56,170.54,-32040.71,760,,,
2024-08-28 11:54:13,17722,4.56,170.9,-32069.44,761,,,
2024-08-28 11:54:14,17755,4.56,171.23,-32096.48,762,,,
2024-08-28 11:54:15,17790,4.56,171.59,-32125.13,763,,,
2024-08-28 11:54:16,17823,4.56,171.93,-32152.07,764,,,
2024-08-28 11:54:17,17857,4.57,172.28,-32179.81,765,,,
2024-08-28 11:54:18,17891,4.57,172.63,-32207.51,766,,,
2024-08-28 11:54:19,17925,4.57,172.97,-32235.15,767,,,
2024-08-28 11:54:20,17960,4.58,173.33,-32263.57,768,,,
2024-08-28 11:54:21,17994,4.58,173.68,-32291.13,769,,,
2024-08-28 11:54:22,18029,4.57,174.04,-32319.46,770,,,
2024-08-28 11:54:23,18063,4.59,174.38,-32346.93,771,,,
2024-08-28 11:54:24,18096,4.59,174.72,-32373.56,772,,,
2024-08-28 11:54:25,18129,4.59,175.06,-32400.14,773,,,
2024-08-28 11:54:26,18163,4.59,175.41,-32427.5,774,,,
2024-08-28 11:54:27,18198,4.59,175.77,-32455.62,775,,,
2024-08-28 11:54:28,18231,4.59,176.1,-32482.08,776,,,
2024-08-28 11:54:29,18265,4.6,176.45,-32509.32,777,,,
2024-08-28 11:54:30,18298,4.6,176.79,-32535.71,778,,,
2024-08-28 11:54:31,18333,4.6,177.15,-32563.65,779,,,
2024-08-28 11:54:32,18366,4.6,177.48,-32589.97,780,,,
2024-08-28 11:54:33,18399,4.61,177.82,-32616.23,781,,,
2024-08-28 11:54:34,18433,4.61,178.17,-32643.27,782,,,
2024-08-28 11:54:35,18466,4.61,178.51,-32669.46,783,,,
2024-08-28 11:54:36,18500,4.62,178.85,-32696.41,784,,,
2024-08-28 11:54:37,18533,4.61,179.19,-32722.52,785,,,
2024-08-28 11:54:38,18567,4.62,179.54,-32749.4,786,,,
2024-08-28 11:54:39,18600,4.62,179.88,-32775.44,787,,,
2024-08-28 11:54:40,18632,4.62,180.2,-32800.66,788,,,
2024-08-28 11:54:41,18667,4.62,180.56,-32828.2,789,,,
2024-08-28 11:54:42,18700,4.62,180.9,-32854.14,790,,,
2024-08-28 11:54:43,18733,4.63,181.24,-32880.02,791,,,
2024-08-28 11:54:44,18765,4.63,181.56,-32905.09,792,,,
2024-08-28 11:54:45,18799,4.63,181.91,-32931.7,793,,,
2024-08-28 11:54:46,18831,4.63,182.24,-32956.69,794,,,
2024-08-28 11:54:48,18864,4.63,182.58,-32982.45,795,,,
2024-08-28 11:54:49,18897,4.64,182.91,-33008.15,796,,,
2024-08-28 11:54:50,18930,4.64,183.25,-33033.83,797,,,
2024-08-28 11:54:51,18964,4.64,183.6,-33060.24,798,,,
2024-08-28 11:54:52,18997,4.64,183.94,-33085.84,799,,,
2024-08-28 11:54:53,19030,4.64,184.28,-33111.41,800,,,
2024-08-28 11:54:54,19063,4.64,184.61,-33136.93,801,,,
2024-08-28 11:54:55,19097,4.65,184.96,-33163.2,802,,,
